1528965000000,6485.01000000
1528966800000,6489.47000000
1528968600000,6503.00000000
1528970400000,6493.66000000
1528972200000,6495.11000000
1528974000000,6525.09000000
1528975800000,6528.00000000
1528977600000,6502.66000000
1528979400000,6478.80000000
1528981200000,6389.69000000
1528983000000,6372.92000000
1528984800000,6390.46000000
1528986600000,6419.10000000
1528988400000,6379.72000000
1528990200000,6344.35000000
1528992000000,6385.00000000
1528993800000,6520.00000000
1528995600000,6600.00000000
1528997400000,6610.46000000
1528999200000,6659.82000000
1529001000000,6649.87000000
1529002800000,6617.18000000
1529004600000,6642.00000000
1529006400000,6630.55000000
1529008200000,6648.95000000
1529010000000,6650.01000000
1529011800000,6639.99000000
1529013600000,6625.10000000
1529015400000,6612.84000000
1529017200000,6590.11000000
1529019000000,6635.98000000
1529020800000,6625.64000000
1529022600000,6613.42000000
1529024400000,6600.04000000
1529026200000,6584.51000000
1529028000000,6557.69000000
1529029800000,6586.00000000
1529031600000,6592.91000000
1529033400000,6602.12000000
1529035200000,6575.11000000
1529037000000,6557.05000000
1529038800000,6559.98000000
1529040600000,6564.08000000
1529042400000,6580.50000000
1529044200000,6580.00000000
1529046000000,6570.42000000
1529047800000,6571.47000000
1529049600000,6592.20000000
1529051400000,6594.95000000
1529053200000,6573.01000000
1529055000000,6585.41000000
1529056800000,6576.23000000
1529058600000,6582.03000000
1529060400000,6490.26000000
1529062200000,6525.00000000
1529064000000,6522.86000000
1529065800000,6499.64000000
1529067600000,6517.90000000
1529069400000,6497.77000000
1529071200000,6508.99000000
1529073000000,6527.00000000
1529074800000,6547.25000000
1529076600000,6538.90000000
1529078400000,6577.93000000
1529080200000,6554.75000000
1529082000000,6512.41000000
1529083800000,6534.43000000
1529085600000,6542.62000000
1529087400000,6542.44000000
1529089200000,6535.01000000
1529091000000,6536.80000000
1529092800000,6465.00000000
1529094600000,6492.81000000
1529096400000,6489.84000000
1529098200000,6471.00000000
1529100000000,6431.00000000
1529101800000,6403.74000000
1529103600000,6377.40000000
1529105400000,6388.90000000
1529107200000,6404.51000000
1529109000000,6397.17000000
1529110800000,6403.00000000
1529112600000,6440.92000000
1529114400000,6441.99000000
1529116200000,6441.05000000
1529118000000,6419.19000000
1529119800000,6399.02000000
1529121600000,6425.41000000
1529123400000,6423.99000000
1529125200000,6450.00000000
1529127000000,6455.83000000
1529128800000,6468.91000000
1529130600000,6459.71000000
1529132400000,6476.28000000
1529134200000,6457.69000000
1529136000000,6445.10000000
1529137800000,6450.20000000
1529139600000,6460.00000000
1529141400000,6463.00000000
1529143200000,6487.86000000
1529145000000,6466.43000000
1529146800000,6461.33000000
1529148600000,6447.00000000
1529150400000,6449.78000000
1529152200000,6433.00000000
1529154000000,6394.98000000
1529155800000,6406.18000000
1529157600000,6399.97000000
1529159400000,6399.57000000
1529161200000,6385.77000000
1529163000000,6358.96000000
1529164800000,6387.90000000
1529166600000,6513.99000000
1529168400000,6505.01000000
1529170200000,6522.91000000
1529172000000,6503.00000000
1529173800000,6508.00000000
1529175600000,6489.22000000
1529177400000,6488.19000000
1529179200000,6508.99000000
1529181000000,6515.35000000
1529182800000,6515.36000000
1529184600000,6520.00000000
1529186400000,6536.03000000
1529188200000,6532.67000000
1529190000000,6505.96000000
1529191800000,6483.98000000
1529193600000,6499.71000000
1529195400000,6506.09000000
1529197200000,6523.49000000
1529199000000,6521.00000000
1529200800000,6525.09000000
1529202600000,6524.70000000
1529204400000,6525.47000000
1529206200000,6540.00000000
1529208000000,6517.14000000
1529209800000,6528.06000000
1529211600000,6530.53000000
1529213400000,6513.00000000
1529215200000,6511.72000000
1529217000000,6510.57000000
1529218800000,6527.42000000
1529220600000,6527.79000000
1529222400000,6543.01000000
1529224200000,6513.40000000
1529226000000,6514.01000000
1529227800000,6529.98000000
1529229600000,6510.02000000
1529231400000,6518.91000000
1529233200000,6510.40000000
1529235000000,6508.01000000
1529236800000,6504.50000000
1529238600000,6455.37000000
1529240400000,6471.30000000
1529242200000,6490.00000000
1529244000000,6488.30000000
1529245800000,6475.00000000
1529247600000,6485.11000000
1529249400000,6516.59000000
1529251200000,6514.76000000
1529253000000,6504.12000000
1529254800000,6499.02000000
1529256600000,6498.15000000
1529258400000,6510.32000000
1529260200000,6515.00000000
1529262000000,6529.99000000
1529263800000,6523.81000000
1529265600000,6495.00000000
1529267400000,6487.00000000
1529269200000,6500.85000000
1529271000000,6499.60000000
1529272800000,6492.48000000
1529274600000,6483.00000000
1529276400000,6426.99000000
1529278200000,6449.61000000
1529280000000,6445.29000000
1529281800000,6393.05000000
1529283600000,6429.99000000
1529285400000,6415.06000000
1529287200000,6416.18000000
1529289000000,6436.06000000
1529290800000,6429.00000000
1529292600000,6415.50000000
1529294400000,6410.52000000
1529296200000,6405.50000000
1529298000000,6430.01000000
1529299800000,6423.26000000
1529301600000,6426.02000000
1529303400000,6426.50000000
1529305200000,6436.23000000
1529307000000,6431.10000000
1529308800000,6439.02000000
1529310600000,6463.01000000
1529312400000,6455.31000000
1529314200000,6457.98000000
1529316000000,6441.00000000
1529317800000,6430.00000000
1529319600000,6407.99000000
1529321400000,6418.26000000
1529323200000,6426.52000000
1529325000000,6418.94000000
1529326800000,6419.02000000
1529328600000,6436.91000000
1529330400000,6432.11000000
1529332200000,6455.04000000
1529334000000,6453.95000000
1529335800000,6460.57000000
1529337600000,6652.91000000
1529339400000,6644.95000000
1529341200000,6753.20000000
1529343000000,6728.00000000
1529344800000,6749.98000000
1529346600000,6718.15000000
1529348400000,6706.68000000
1529350200000,6694.63000000
1529352000000,6711.97000000
1529353800000,6720.05000000
1529355600000,6716.76000000
1529357400000,6716.24000000
1529359200000,6706.57000000
1529361000000,6711.08000000
1529362800000,6692.84000000
1529364600000,6712.46000000
1529366400000,6725.25000000
1529368200000,6719.85000000
1529370000000,6718.45000000
1529371800000,6709.36000000
1529373600000,6717.49000000
1529375400000,6676.48000000
1529377200000,6689.98000000
1529379000000,6683.00000000
1529380800000,6696.53000000
1529382600000,6701.63000000
1529384400000,6690.01000000
1529386200000,6700.00000000
1529388000000,6699.56000000
1529389800000,6680.87000000
1529391600000,6684.02000000
1529393400000,6699.01000000
1529395200000,6709.77000000
1529397000000,6703.02000000
1529398800000,6707.01000000
1529400600000,6714.46000000
1529402400000,6716.00000000
1529404200000,6715.28000000
1529406000000,6747.42000000
1529407800000,6726.11000000
1529409600000,6737.55000000
1529411400000,6765.82000000
1529413200000,6772.94000000
1529415000000,6760.00000000
1529416800000,6750.00000000
1529418600000,6742.32000000
1529420400000,6750.13000000
1529422200000,6739.04000000
1529424000000,6695.01000000
1529425800000,6708.00000000
1529427600000,6696.85000000
1529429400000,6717.00000000
